foodId,location,establishmentId,stallId,genre,foodName,Ratings,Description,imageId
14,Prince George Park,1,1,Indian,Fish Curry,2.58,"Fish Curry: Fish Curry is a dish made with fish fillets cooked in a tangy and spicy gravy, typically prepared with coconut milk and a variety of spices. It is a popular seafood dish in many Indian coastal regions.",
15,Prince George Park,1,1,Indian,Pani Puri (Hollow puris filled with spicy water),4.31,"Pani Puri: Pani Puri is a popular Indian street food snack consisting of hollow puris (small, crispy, hollow balls) filled with spicy and tangy water, tamarind chutney, and a mix of flavored stuffing like potatoes, chickpeas, and onions.",
16,Prince George Park,1,1,Italian,Margherita Pizza,3.07,"Margherita Pizza: Margherita Pizza is a classic Italian pizza made with a thin crust, tomato sauce, fresh mozzarella cheese, and basil leaves. It is a simple yet flavorful pizza loved by many.",
17,Prince George Park,1,1,Italian,Pepperoni Pizza,1.88,"Pepperoni Pizza: A classic favorite, pepperoni pizza features a thin or thick crust, smothered with tangy tomato sauce and covered in a generous layer of sliced pepperoni. As it bakes, the pepperoni turns crispy around the edges, releasing its deliciously savory flavor, perfectly complementing the gooey melted mozzarella cheese.",
18,Prince George Park,1,1,Italian,BBQ Chicken Pizza,4.92,"BBQ Chicken Pizza: A delightful twist on traditional pizza, this variation boasts a smoky and sweet flavor profile. Tender pieces of grilled or roasted chicken are combined with tangy barbecue sauce and topped with melted cheese, red onions, and sometimes even fresh cilantro, creating a savory and slightly sweet medley.",
19,Prince George Park,1,1,Italian,Veggie Supreme Pizza ,3.56,"Veggie Supreme Pizza: A pizza fit for vegetarians and veggie lovers alike! This colorful and nutritious delight features a variety of fresh vegetables like bell peppers, red onions, mushrooms, black olives, spinach, and sometimes artichokes. The vibrant array of toppings sits atop a tomato sauce and a bed of melted cheese.",
20,Prince George Park,1,1,Italian,"Hawaiian Pizza (Ham, pineapple, and cheese)",2.28,"Hawaiian Pizza: A divisive yet popular choice, Hawaiian pizza balances sweet and savory flavors. Thinly sliced ham, juicy pineapple chunks, and gooey mozzarella cheese create a tantalizing contrast that can transport you to a tropical paradise with every bite.",
21,Prince George Park,1,1,Italian,"Four Cheese Pizza (Mozzarella, cheddar, feta, and Parmesan)",3.02,"Four Cheese Pizza: For cheese enthusiasts, this pizza is a dream come true. A symphony of cheesy goodness awaits as mozzarella, cheddar, feta, and Parmesan cheeses blend together harmoniously, coating the crust and creating a luxurious, creamy experience.",
22,Prince George Park,1,1,Italian,"Meat Lover's Pizza (Assorted meats like pepperoni, sausage, and bacon)",3.15,"Meat Lover's Pizza: A carnivore's delight, this pizza is loaded with an assortment of savory meats. From pepperoni and sausage to bacon and perhaps even some ground beef, this hearty pizza promises a rich and satisfying indulgence.",
23,Prince George Park,1,1,Italian,Spinach and Feta Pizza,2.57,"Spinach and Feta Pizza: A Greek-inspired delight, this pizza combines the earthy flavor of spinach with the tangy creaminess of feta cheese. Sometimes accompanied by sliced tomatoes or black olives, it's a lighter option that doesn't sacrifice on taste.",
24,Prince George Park,1,1,Italian,"Chicken Tikka Pizza (Chicken tikka, onions, and peppers)",1.48,"Chicken Tikka Pizza: Blending Indian flavors with Italian goodness, this pizza features tender chicken tikka pieces marinated in aromatic spices, along with sautéed onions and bell peppers. The fusion of these flavors on a pizza base is a delightful surprise.",
25,Prince George Park,1,1,Italian,Mushroom and Olive Pizza,3.81,"Mushroom and Olive Pizza: Earthy mushrooms and briny black olives unite to create a pizza that's both savory and satisfying. The combination of flavors is complemented by the melted cheese, making it a popular choice for those who appreciate a more subdued, yet flavorful, option.",
26,Prince George Park,1,1,Italian,"Paneer Tikka Pizza (Marinated cottage cheese, onions, and peppers)",4.88,"Paneer Tikka Pizza: A vegetarian delight, this pizza features marinated paneer (cottage cheese) with a tantalizing blend of Indian spices, along with sautéed onions and peppers. The fusion of Indian cuisine with the classic pizza format is a delightful twist.",
27,Prince George Park,1,1,Italian,"Mediterranean Pizza (Olives, sun-dried tomatoes, feta cheese)",4.37,"Mediterranean Pizza: Inspired by Mediterranean flavors, this pizza combines the richness of feta cheese with the tanginess of olives and the sweetness of sun-dried tomatoes. It's a Mediterranean feast on a pizza crust!",
28,Prince George Park,1,1,Italian,"Buffalo Chicken Pizza (Spicy chicken, buffalo sauce, and blue cheese)",4.66,"Buffalo Chicken Pizza: For spice enthusiasts, this pizza is a real treat. Spicy chicken coated in zesty buffalo sauce is paired with blue cheese, creating a delectable and slightly fiery combination.",
29,Prince George Park,1,1,Italian,"Caprese Pizza (Fresh tomatoes, mozzarella, basil, and balsamic glaze)",1.45,"Caprese Pizza: An ode to simplicity, this pizza celebrates the flavors of fresh tomatoes, creamy mozzarella, and fragrant basil. Drizzled with a balsamic glaze, it's a fresh and elegant option.",
30,Prince George Park,1,1,Italian,"Truffle Mushroom Pizza (Mushrooms, truffle oil, and cheese)",4.82,"Truffle Mushroom Pizza: A luxurious choice for mushroom lovers, this pizza is enhanced with the earthy aroma and flavor of truffle oil, elevating the taste of the mushrooms and cheese to a whole new level.",
31,Prince George Park,1,2,Chinese,Dumplings (Jiaozi),2.47,"Dumplings (Jiaozi): These delightful bite-sized dumplings are a staple in Chinese cuisine. Filled with various combinations of minced meat (pork, chicken, beef) or vegetables, they are wrapped in thin dough and can be steamed, boiled, or pan-fried to perfection. Served with a dipping sauce, these little delights offer a burst of flavors in every mouthful.",
32,Prince George Park,1,2,Chinese,Fried Rice (Chǎofàn),0.22,"Fried Rice (Chǎofàn): A staple in Chinese takeout menus, fried rice is a flavorful and comforting dish. Cooked rice is stir-fried with a mix of vegetables, eggs, and sometimes meat or seafood, all seasoned with soy sauce and other aromatic spices, resulting in a colorful and satisfying meal.",
33,Prince George Park,1,2,Chinese,Kung Pao Chicken (Gōngbǎo jīdīng),1.42,"Kung Pao Chicken (Gōngbǎo jīdīng): A spicy and savory Chinese stir-fry, Kung Pao Chicken features tender pieces of chicken, peanuts, and vegetables, cooked in a fiery sauce made from chili peppers, Sichuan peppercorns, and a blend of soy sauce and vinegar. The dish strikes a harmonious balance between heat and rich flavors.",
34,Prince George Park,1,2,Chinese,Sweet and Sour Pork (Tángcù Lǐjī),2.20,"Sweet and Sour Pork (Tángcù Lǐjī): This iconic Chinese dish combines crispy deep-fried pork pieces with a delectable sweet and sour sauce. The sauce features a blend of tangy vinegar, sugar, and ketchup, creating a harmonious dance of flavors that is both sweet and tart.",
35,Prince George Park,1,2,Chinese,Mapo Tofu (Mápó dòufu),3.25,"Mapo Tofu (Mápó dòufu): A popular Sichuan dish, Mapo Tofu is a hearty and spicy stew made with soft tofu, minced pork, fermented black beans, and a fiery chili bean paste. The dish is topped with chopped scallions and Sichuan peppercorns, providing a numbing and flavorful experience.",
36,Prince George Park,1,2,Chinese,Chow Mein (Chǎomiàn),0.72,"Chow Mein (Chǎomiàn): A classic Chinese noodle dish, Chow Mein consists of stir-fried egg noodles with vegetables, and sometimes meat or seafood, in a savory sauce. The noodles are cooked to perfection and soak up the delicious flavors of the sauce and ingredients.",
37,Prince George Park,1,2,Chinese,Egg Rolls (Jiǎnbing),2.20,"Egg Rolls (Jiǎnbing): Also known as Chinese pancakes, these crispy and savory delights are filled with eggs, scallions, and sometimes other ingredients like meats or vegetables. They are folded into a roll and can be enjoyed as a tasty snack or light meal.",
38,Prince George Park,1,2,Chinese,Hot and Sour Soup (Suan La Tang),1.80,"Hot and Sour Soup (Suan La Tang): A popular Chinese soup with a perfect balance of spicy and tangy flavors. It typically includes ingredients like tofu, mushrooms, bamboo shoots, and thinly sliced meat, all simmered in a spicy and sour broth made from vinegar, soy sauce, and chili.",
39,Prince George Park,1,2,Chinese,Peking Duck (Běijīng Kǎoyā),1.32,"Peking Duck (Běijīng Kǎoyā): A renowned Chinese delicacy, Peking Duck is known for its crispy and flavorful skin and succulent meat. The duck is seasoned with a blend of spices and hung to dry before being roasted until the skin turns golden brown and irresistibly crisp. Served with thin pancakes, hoisin sauce, cucumber, and scallions, it's a delightful culinary experience.",
40,Prince George Park,1,2,Chinese,General Tso's Chicken (Zòngtǔ jī),1.93,"General Tso's Chicken (Zòngtǔ jī): A popular Chinese-American dish, General Tso's Chicken features crispy deep-fried chicken chunks coated in a sweet and tangy sauce. The sauce is a delightful combination of garlic, ginger, soy sauce, and chili peppers, resulting in a perfect balance of flavors.",
41,Prince George Park,1,2,Chinese,Wonton Soup (Húntún Tang),1.00,"Wonton Soup (Húntún Tang): A comforting Chinese soup, Wonton Soup consists of delicate dumplings filled with minced meat (usually pork) and/or shrimp, served in a clear and savory broth. The tender wontons float alongside fresh vegetables, providing a warm and soothing culinary experience.",
42,Prince George Park,1,2,Chinese,Dim Sum (Various small bite-sized dishes),0.04,"Dim Sum: Dim Sum is a selection of small, bite-sized dishes hailing from Chinese cuisine, often enjoyed as part of a traditional tea brunch. These delightful delicacies can include dumplings, buns, rolls, and various savory and sweet treats, providing an array of flavors and textures to tantalize the taste buds.",
43,Prince George Park,1,2,Chinese,Szechuan Beef (Sìchuān Niúròu),4.95,"Szechuan Beef (Sìchuān Niúròu): A fiery and flavorful dish, Szechuan Beef features tender strips of beef stir-fried with Sichuan peppercorns, chili peppers, garlic, and ginger. The result is a mouthwatering combination of spicy, numbing, and savory flavors that make it a favorite among spice enthusiasts.",
44,Prince George Park,1,2,Chinese,Spring Rolls (Chūnjuǎn),0.92,"Spring Rolls (Chūnjuǎn): A popular appetizer in many Asian cuisines, spring rolls are delicate and crispy rolls filled with vegetables, meat, and sometimes noodles. They are deep-fried to perfection, offering a delectable contrast of textures and flavors.",
45,Prince George Park,1,2,Chinese,Ma Po Eggplant (Mápó Qiézi),0.44,"Ma Po Eggplant (Mápó Qiézi): A Sichuan classic, Ma Po Eggplant features tender pieces of eggplant cooked in a spicy, flavorful sauce made from chili bean paste, ground pork, and Sichuan peppercorns. This dish delivers a satisfying combination of heat and umami.",
46,Prince George Park,1,3,Chinese,Fish Maw Soup,4.48,"Fish Maw Soup: A nourishing Chinese soup, Fish Maw Soup features the swim bladder of a fish, which has a gelatinous texture when cooked. The fish maw is simmered with various ingredients like chicken or pork, mushrooms, and sometimes vegetables, resulting in a hearty and flavorful broth.",
47,Prince George Park,1,3,Chinese,Sichuan Fish Soup,0.88,"Sichuan Fish Soup: A delightful spicy soup from Sichuan province, this dish typically includes fish, along with an array of vegetables, chili peppers, and Sichuan peppercorns. The combination of spicy, tangy, and numbing flavors makes it a delightful treat for the taste buds.",
48,Prince George Park,1,3,Chinese,Cantonese-style Fish Soup,0.41,"Cantonese-style Fish Soup: A soothing and light fish-based soup, Cantonese-style Fish Soup features fish fillets gently simmered in a clear broth along with tender vegetables and aromatic seasonings, allowing the natural flavors of the ingredients to shine.",
49,Prince George Park,1,3,Chinese,Tom Yum Fish Soup (Chinese-style),2.96,"Tom Yum Fish Soup (Chinese-style): A Chinese-inspired version of the famous Thai Tom Yum Soup, this fish-based soup is infused with lemongrass, lime leaves, chili, and other fragrant spices, creating a flavorful and aromatic broth that's both spicy and sour.",
50,Prince George Park,1,3,Chinese,Fish Ball Soup,2.78,"Fish Ball Soup: A comforting soup made with bouncy fish balls, this dish is typically accompanied by vegetables and sometimes noodles in a light and savory broth.",
51,Prince George Park,1,3,Chinese,Fish Head Soup,0.10,"Fish Head Soup: A dish that may seem unusual to some, Fish Head Soup is a flavorful and gelatinous delight. Fish heads are simmered in a broth with various vegetables and seasonings, creating a delicious and nourishing soup.",
52,Prince George Park,1,3,Chinese,Spicy Fish Soup (麻辣鱼汤),0.73,"Spicy Fish Soup (麻辣鱼汤): A fiery Sichuan dish, Spicy Fish Soup consists of fish fillets in a broth infused with chili peppers, Sichuan peppercorns, and other spices, creating a tongue-tingling and aromatic culinary adventure.",
53,Prince George Park,1,3,Chinese,Fish Fillet and Tofu Soup,3.15,"Fish Fillet and Tofu Soup: A delightful and delicate soup, it features tender fish fillets and silky tofu cooked in a clear broth, with a touch of light seasoning to enhance the flavors.",
54,Prince George Park,1,3,Chinese,Fish and Winter Melon Soup,3.67,"Fish and Winter Melon Soup: Winter melon provides a subtle sweetness to this soothing soup, perfectly complementing the fish and other ingredients simmered in a clear broth.",
55,Prince George Park,1,3,Chinese,Fish and Vegetable Soup,3.46,"Fish and Vegetable Soup: A healthy and nutritious soup, it combines fish with a variety of fresh vegetables, creating a well-balanced and flavorful dish.",
56,Prince George Park,1,3,Chinese,Fish and Pickled Vegetable Soup,0.08,"Fish and Pickled Vegetable Soup: The pickled vegetables in this soup add a tangy twist to the delicate fish and clear broth, creating a unique and appetizing flavor profile.",
57,Prince George Park,1,3,Chinese,Fish and Mushroom Soup,1.65,Fish and Mushroom Soup: The earthy flavors of mushrooms perfectly harmonize with fish in this delightful and comforting soup.,
58,Prince George Park,1,3,Chinese,Fish and Radish Soup,4.82,"Fish and Radish Soup: Radishes add a refreshing and slightly sweet element to the soup, creating a light and flavorful dish.",
59,Prince George Park,1,3,Chinese,Fish and Bitter Melon Soup,0.16,"Fish and Bitter Melon Soup: Bitter melon offers a slightly bitter and refreshing taste that pairs well with fish, making this soup a unique and memorable culinary experience.",
60,Prince George Park,1,3,Chinese,Fish and Tomato Soup,1.88,"Fish and Tomato Soup: The natural sweetness of tomatoes elevates this fish-based soup, creating a rich and heartwarming dish.",
61,Prince George Park,1,3,Chinese,Fish and Chinese Yam Soup,0.05,Fish and Chinese Yam Soup: Chinese yam adds a subtle nutty flavor and smooth texture to this nourishing and delightful soup.,
62,Prince George Park,1,3,Chinese,Fish and Seaweed Soup,2.44,"Fish and Seaweed Soup: Seaweed imparts a delicate umami taste to the soup, enhancing the flavors of the fish and other ingredients in this wholesome dish.",
63,Prince George Park,1,4,Chinese,Mala Hotpot (Pick Your Own Ingredient),3.46,"Mala Hotpot (Pick Your Own Ingredient): A communal dining experience, Mala Hotpot involves diners picking their preferred ingredients, such as meats, vegetables, and tofu, to cook in a spicy and numbing Sichuan chili broth at the center of the table. Each morsel is then dipped into a variety of savory sauces before being savored.",
64,Prince George Park,1,5,Korean,Bibimbap (Mixed Rice Bowl),1.58,"Bibimbap (Mixed Rice Bowl): A popular Korean dish, Bibimbap features a bowl of steamed rice topped with an assortment of sautéed vegetables, meat (optional), and a fried egg. It's served with a dollop of spicy gochujang sauce, and the ingredients are mixed together before eating, creating a harmonious blend of flavors.",
65,Prince George Park,1,5,Korean,Kimchi Fried Rice,0.07,"Kimchi Fried Rice: A delicious and easy way to enjoy kimchi, this Korean dish consists of stir-fried rice combined with kimchi, vegetables, and sometimes meat or seafood. The tangy and spicy kimchi infuses the rice with its signature flavor, making it a delightful comfort food.",
66,Prince George Park,1,5,Korean,Bulgogi (Marinated Grilled Beef),0.12,"Bulgogi (Marinated Grilled Beef): A beloved Korean dish, Bulgogi features thinly sliced beef marinated in a delightful blend of soy sauce, sugar, garlic, ginger, and sesame oil. The marinated meat is then grilled to perfection, creating a tender and flavorful dish with a perfect balance of sweet and savory notes.",
67,Prince George Park,1,5,Korean,Japchae (Stir-fried Glass Noodles),1.17,"Japchae (Stir-fried Glass Noodles): A Korean stir-fried noodle dish, Japchae showcases chewy and translucent glass noodles made from sweet potato starch. These noodles are stir-fried with an array of colorful vegetables, tender meat (often beef), and sometimes mushrooms, all seasoned with a delightful soy-based sauce, resulting in a harmonious blend of flavors and textures.",
68,Prince George Park,1,5,Korean,Kimbap (Seaweed Rice Rolls),0.01,"Kimbap (Seaweed Rice Rolls): A Korean version of sushi, Kimbap features seasoned rice rolled in sheets of seaweed, stuffed with a variety of fillings like vegetables, egg, and meat, then sliced into bite-sized rounds. It's a convenient and flavorful snack or meal that offers a delightful combination of tastes and colors.",
69,Prince George Park,1,5,Korean,Tteokbokki (Spicy Rice Cake),2.87,"Tteokbokki (Spicy Rice Cake): A popular Korean street food, Tteokbokki consists of chewy rice cakes cooked in a spicy and slightly sweet red chili sauce, often with fish cakes and vegetables. It's a beloved comfort food that packs a punch of flavor and a satisfying chewy texture.",
70,Prince George Park,1,5,Korean,Samgyeopsal (Grilled Pork Belly),3.10,"Samgyeopsal (Grilled Pork Belly): A classic Korean barbecue dish, Samgyeopsal features thick slices of pork belly grilled to perfection on a tabletop grill. It's typically served with various condiments and lettuce leaves, allowing diners to create their own wraps with the grilled pork and a combination of flavorful accompaniments.",
71,Prince George Park,1,5,Korean,Jjajangmyeon (Noodles in Black Bean Sauce),2.84,"Jjajangmyeon (Noodles in Black Bean Sauce): A popular Korean-Chinese dish, Jjajangmyeon showcases thick wheat noodles smothered in a rich and savory black bean sauce, made from fermented black soybeans. The sauce is combined with diced pork and vegetables, resulting in a luscious and satisfying noodle dish.",
72,Prince George Park,1,5,Korean,Sundubu-jjigae (Soft Tofu Stew),1.21,"Sundubu-jjigae (Soft Tofu Stew): A comforting Korean stew, Sundubu-jjigae is made with soft tofu, seafood or meat, and various vegetables, all cooked in a flavorful and spicy broth. The addition of a raw egg cracked into the piping-hot stew adds a delicious creaminess to the dish.",
73,Prince George Park,1,5,Korean,Mandu (Dumplings),4.26,"Mandu (Dumplings): Korean dumplings, known as Mandu, come in various fillings, such as pork, beef, vegetables, or kimchi. They can be steamed, pan-fried, or boiled, offering a delightful mix of textures and flavors in every bite.",
74,Prince George Park,1,5,Korean,Kimchi Pancakes,4.18,"Kimchi Pancakes: A delightful way to enjoy kimchi, these savory pancakes are made by mixing kimchi with a batter and pan-frying it to crispy perfection. They are a popular Korean appetizer or side dish, offering a tangy and spicy kick.",
75,Prince George Park,1,5,Korean,Galbi (Marinated Grilled Short Ribs),3.58,"Galbi (Marinated Grilled Short Ribs): Another Korean barbecue favorite, Galbi features succulent beef short ribs marinated in a delicious blend of soy sauce, garlic, sugar, and other seasonings. The marinated ribs are then grilled to perfection, offering a delightful combination of savory and slightly sweet flavors.",
76,Prince George Park,1,5,Korean,Haemul Pajeon (Seafood Pancake),2.39,"Haemul Pajeon (Seafood Pancake): A Korean pancake made with a savory batter, Haemul Pajeon is filled with an assortment of fresh seafood and green onions. It's pan-fried to a crispy golden-brown, offering a delectable medley of flavors and textures.",
77,Prince George Park,1,5,Korean,Gimbap (Rice Rolls with Assorted Fillings),1.37,"Gimbap (Rice Rolls with Assorted Fillings): Similar to sushi rolls, Gimbap is made by wrapping rice and various fillings, such as vegetables, egg, and meat, in sheets of seaweed. It's a portable and delicious snack, perfect for picnics or on-the-go eating.",
78,Prince George Park,1,5,Korean,Dakgalbi (Spicy Stir-fried Chicken),1.77,"Dakgalbi (Spicy Stir-fried Chicken): A fiery and flavorful Korean dish, Dakgalbi features marinated chicken stir-fried with a spicy sauce, along with cabbage, sweet potatoes, and rice cakes. It's a dynamic and spicy combination that's sure to excite your taste buds.",
79,Prince George Park,1,5,Korean,Bossam (Boiled Pork Wraps),2.01,"Bossam (Boiled Pork Wraps): A traditional Korean dish, Bossam consists of boiled pork belly served with fresh, crunchy lettuce leaves and various condiments, such as kimchi and pickled radish. Diners create their own wraps, resulting in a refreshing and satisfying dining experience.",
80,Prince George Park,1,5,Korean,Yukgaejang (Spicy Beef Soup),3.47,"Yukgaejang (Spicy Beef Soup): A hearty and spicy Korean soup, Yukgaejang features shredded beef cooked with various vegetables, like mushrooms and leeks, in a flavorful and spicy broth. The soup is known for its invigorating and warming qualities.",
81,Prince George Park,1,5,Korean,Kimchi Jjigae (Kimchi Stew),4.66,"Kimchi Jjigae (Kimchi Stew): A quintessential Korean stew, Kimchi Jjigae highlights the bold and spicy flavors of kimchi cooked with pork or other meats and tofu in a hearty broth. It's a popular comfort food that's perfect for warming up on cold days.",
82,Prince George Park,1,5,Korean,Gamjatang (Spicy Pork Bone Soup),0.85,"Gamjatang (Spicy Pork Bone Soup): A spicy and flavorful Korean soup, Gamjatang is made with pork bones, potatoes, and various vegetables, all simmered in a savory and spicy broth. The dish is known for its rich and complex flavors.",
83,Prince George Park,1,5,Korean,Bibim Guksu (Spicy Cold Noodles),3.79,"Bibim Guksu (Spicy Cold Noodles): A refreshing and spicy Korean noodle dish, Bibim Guksu consists of cold noodles topped with a spicy sauce made from gochujang, vinegar, and other seasonings. It's often garnished with vegetables and a boiled egg, providing a perfect mix of heat and coolness.",
84,Prince George Park,1,6,Chinese,Black Pepper Beef,4.11,"Black Pepper Beef: A flavorful Chinese stir-fry, Black Pepper Beef features tender strips of beef cooked with a generous amount of cracked black pepper and various vegetables. The result is a savory and aromatic dish that's both peppery and satisfying.",
85,Prince George Park,1,6,Chinese,Salted Egg Prawn,1.73,"Salted Egg Prawn: A popular Southeast Asian dish, Salted Egg Prawn features succulent prawns coated in a creamy and savory salted egg yolk sauce, offering a delectable balance of flavors.",
86,Prince George Park,1,6,Chinese,Sweet and Sour Fish,2.03,"Sweet and Sour Fish: A classic Asian dish, Sweet and Sour Fish showcases tender fish fillets fried to a crispy golden-brown, then coated in a tangy sweet and sour sauce, often with the addition of colorful bell peppers and pineapple for a burst of tropical sweetness.",
87,Prince George Park,1,6,Chinese,Sambal Kangkong (Water Spinach),3.65,"Sambal Kangkong (Water Spinach): A spicy and aromatic Southeast Asian dish, Sambal Kangkong features water spinach stir-fried in a spicy chili and shrimp paste sauce known as sambal, creating a delightful balance of heat and umami.",
88,Prince George Park,1,6,Chinese,Claypot Tofu,1.51,"Claypot Tofu: A comforting Chinese dish, Claypot Tofu features soft tofu cooked with various ingredients, such as minced pork, mushrooms, and vegetables, in a savory sauce. The dish is cooked and served in a clay pot, allowing the flavors to meld together perfectly.",
89,Prince George Park,1,6,Chinese,Cereal Prawns,0.06,"Cereal Prawns: A delightful seafood dish, Cereal Prawns features succulent prawns coated in a fragrant and crispy cereal mixture, often mixed with curry leaves, garlic, and spices. The combination of sweet and savory flavors with the crunch of cereal creates a delightful culinary experience.",
90,Prince George Park,1,6,Chinese,Garlic Butter Crab,1.55,"Garlic Butter Crab: A luxurious and indulgent treat, Garlic Butter Crab consists of fresh crabs drenched in a luscious sauce made from garlic, butter, and sometimes additional herbs and spices. The dish offers a perfect harmony of rich and savory flavors.",
91,Prince George Park,1,6,Chinese,Gong Bao Chicken (Kung Pao Chicken),2.92,"Gong Bao Chicken (Kung Pao Chicken): A beloved Chinese dish, Gong Bao Chicken features tender pieces of chicken stir-fried with chili peppers, peanuts, and vegetables, all coated in a savory and slightly spicy sauce. The combination of textures and flavors creates a delightful culinary adventure.",
92,Prince George Park,1,6,Chinese,Stir-Fried Marmite Chicken,1.22,"Stir-Fried Marmite Chicken: A unique and flavorful dish, Stir-Fried Marmite Chicken features succulent chicken pieces stir-fried in a sauce made from Marmite, a savory yeast extract. The sauce adds a rich umami taste to the dish, creating a deliciously different experience.",
93,Prince George Park,1,6,Chinese,Sizzling Sambal Squid,2.69,"Sizzling Sambal Squid: This dish showcases tender squid stir-fried with spicy sambal sauce and various aromatic ingredients, then served on a sizzling hot plate. The combination of flavors and the sizzling presentation add excitement to each mouthful.",
94,Prince George Park,1,6,Chinese,Salted Fish Fried Rice,0.32,"Salted Fish Fried Rice: A popular Southeast Asian dish, Salted Fish Fried Rice is a flavorful medley of fried rice combined with small pieces of salted fish, providing a distinctive and savory taste that pairs perfectly with the rice.",
95,Prince George Park,1,6,Chinese,Stir-Fried Chili Crab,0.97,"Stir-Fried Chili Crab: A variation of the classic chili crab, this dish features fresh crab stir-fried in a spicy chili sauce with a blend of garlic, ginger, and other seasonings, creating a zesty and delicious treat.",
96,Prince George Park,1,6,Chinese,Stir-Fried Petai (Stinky Beans) with Shrimp,2.67,"Stir-Fried Petai (Stinky Beans) with Shrimp: A unique and pungent dish, Stir-Fried Petai with Shrimp features the infamous stinky beans stir-fried with shrimp and a mix of spices and seasonings, resulting in a bold and aromatic combination of flavors.",
97,Prince George Park,1,6,Chinese,Assam Fish Head Curry,0.59,"Assam Fish Head Curry: A signature Malaysian dish, Assam Fish Head Curry is a tangy and spicy curry made with a fish head immersed in a flavorful tamarind-based broth, accompanied by an array of vegetables like okra and eggplant. It's a harmonious blend of sour and savory notes.",
98,Prince George Park,1,6,Chinese,Hot Plate Tofu,1.25,"Hot Plate Tofu: A sizzling and mouthwatering dish, Hot Plate Tofu consists of silky tofu, sometimes combined with minced meat or seafood, served on a sizzling hot plate with a savory sauce that enhances the delicate flavors of the tofu.",
99,Prince George Park,1,6,Chinese,Stir-Fried Lala (Clams) in Chili Sauce,0.12,"Stir-Fried Lala (Clams) in Chili Sauce: Lala clams are stir-fried with a spicy chili sauce and fragrant herbs, creating a delicious and briny seafood dish that's perfect as an appetizer or main course.",
100,Prince George Park,1,6,Chinese,Oyster Omelette,0.37,"Oyster Omelette: A popular street food in some Asian countries, Oyster Omelette is a crispy and savory omelette made with eggs, starchy batter, and fresh oysters, offering a delightful combination of textures and flavors.",
