foodId,locationId,establishmentId,stallId,genreId,foodName,Ratings,imageId
29,1,1,1,8,"Caprese Pizza (Fresh tomatoes, mozzarella, basil, and balsamic glaze)",4.10,https://midwestfoodieblog.com/wp-content/uploads/2022/02/FINAL-caprese-pizza-1-1200x1800.jpg
30,1,1,1,8,"Truffle Mushroom Pizza (Mushrooms, truffle oil, and cheese)",4.51,https://farahjeats.com/wp-content/uploads/2022/11/IMG_2882.jpeg
31,1,1,2,1,Dumplings (Jiaozi),1.12,https://www.carolinescooking.com/wp-content/uploads/2022/03/vegetable-dumplings-jiaozi-featured-pic-sq.jpg
32,1,1,2,1,Fried Rice (Chǎofàn),2.25,https://recipesxp.com/wp-content/uploads/2021/01/Yangzhou-Fried-Rice-scaled.jpg
33,1,1,2,1,Kung Pao Chicken (Gōngbǎo jīdīng),1.95,https://res.cloudinary.com/hksqkdlah/image/upload/SFS_KungPaoChickenForTwo_046_rozowg.jpg
34,1,1,2,1,Sweet and Sour Pork (Tángcù Lǐjī),0.07,https://cdn.sanity.io/images/2r0kdewr/production/bd8ce0ee052c292c78f176c72112c28212d4566a-1000x563.jpg?w=600&fm=webp&q=50
35,1,1,2,1,Mapo Tofu (Mápó dòufu),0.22,https://tm.thatsmandarin.com/wp-content/uploads/2021/01/mapo-tofu.jpg
36,1,1,2,1,Chow Mein (Chǎomiàn),3.37,https://i.pinimg.com/originals/f0/d0/d6/f0d0d6da321e97efe2f521193b680f0c.jpg
37,1,1,2,1,Egg Rolls (Jiǎnbing),0.79,https://www.allrecipes.com/thmb/VC_25bp-2QJ9XjxRS8k0JLaPMKI=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/14704-best-egg-rolls-DDMFS-4x3-490f99efee9646c8b5de93b4e2f6f963.jpg
38,1,1,2,1,Hot and Sour Soup (Suan La Tang),1.55,https://redhousespice.com/wp-content/uploads/2021/08/Chinese-hot-and-sour-soup-1-scaled.jpg
39,1,1,2,1,Peking Duck (Běijīng Kǎoyā),4.53,https://cdn.tripways.com/2020/06/01121156/Peking_Duck_1.jpg
40,1,1,2,1,General Tso's Chicken (Zòngtǔ jī),3.64,https://www.recipetineats.com/wp-content/uploads/2020/10/General-Tsao-Chicken_1-SQ.jpg
41,1,1,2,1,Wonton Soup (Húntún Tang),0.53,https://www.recipetineats.com/wp-content/uploads/2016/09/Wontons_1-1.jpg
42,1,1,2,1,Dim Sum (Various small bite-sized dishes),3.55,https://s.dash.co/2019/06/14/030601/header2.jpg
43,1,1,2,1,Szechuan Beef (Sìchuān Niúròu),3.32,https://redhousespice.com/wp-content/uploads/2020/02/sichuan-boiled-beef-9.jpg
44,1,1,2,1,Spring Rolls (Chūnjuǎn),0.80,https://www.travelchinaguide.com/images/photogallery/2015/spring-rolls.jpg
45,1,1,2,1,Ma Po Eggplant (Mápó Qiézi),2.79,https://images.food52.com/C69RPtKK1PZlTaMG4S8laDmk3BE=/fit-in/1200x1200/19faea24-b7e5-43e0-8368-bd44d8fa57bd--Eggplant-Mapo-Styled-F52Website.jpg
46,1,1,3,1,Fish Maw Soup,1.87,
47,1,1,3,1,Sichuan Fish Soup,1.25,
48,1,1,3,1,Cantonese-style Fish Soup,3.98,
49,1,1,3,1,Tom Yum Fish Soup (Chinese-style),3.57,
50,1,1,3,1,Fish Ball Soup,1.30,
51,1,1,3,1,Fish Head Soup,3.38,
52,1,1,3,1,Spicy Fish Soup (麻辣鱼汤),0.14,
53,1,1,3,1,Fish Fillet and Tofu Soup,0.08,
54,1,1,3,1,Fish and Winter Melon Soup,1.64,
55,1,1,3,1,Fish and Vegetable Soup,4.78,
56,1,1,3,1,Fish and Pickled Vegetable Soup,0.67,
57,1,1,3,1,Fish and Mushroom Soup,1.35,
58,1,1,3,1,Fish and Radish Soup,0.75,
59,1,1,3,1,Fish and Bitter Melon Soup,4.63,
60,1,1,3,1,Fish and Tomato Soup,1.48,
61,1,1,3,1,Fish and Chinese Yam Soup,0.86,
62,1,1,3,1,Fish and Seaweed Soup,1.30,
63,1,1,4,1,Mala Hotpot (Pick Your Own Ingredient),4.95,
64,1,1,5,7,Bibimbap (Mixed Rice Bowl),0.12,
65,1,1,5,7,Kimchi Fried Rice,2.25,
66,1,1,5,7,Bulgogi (Marinated Grilled Beef),2.64,
67,1,1,5,7,Japchae (Stir-fried Glass Noodles),1.53,
68,1,1,5,7,Kimbap (Seaweed Rice Rolls),3.58,
69,1,1,5,7,Tteokbokki (Spicy Rice Cake),0.14,
70,1,1,5,7,Samgyeopsal (Grilled Pork Belly),2.93,
71,1,1,5,7,Jjajangmyeon (Noodles in Black Bean Sauce),3.69,
72,1,1,5,7,Sundubu-jjigae (Soft Tofu Stew),2.00,
73,1,1,5,7,Mandu (Dumplings),4.31,
74,1,1,5,7,Kimchi Pancakes,1.33,
75,1,1,5,7,Galbi (Marinated Grilled Short Ribs),2.85,
76,1,1,5,7,Haemul Pajeon (Seafood Pancake),3.32,
77,1,1,5,7,Gimbap (Rice Rolls with Assorted Fillings),4.96,
78,1,1,5,7,Dakgalbi (Spicy Stir-fried Chicken),0.12,
79,1,1,5,7,Bossam (Boiled Pork Wraps),3.10,
80,1,1,5,7,Yukgaejang (Spicy Beef Soup),1.59,
81,1,1,5,7,Kimchi Jjigae (Kimchi Stew),2.74,
82,1,1,5,7,Gamjatang (Spicy Pork Bone Soup),0.83,
83,1,1,5,7,Bibim Guksu (Spicy Cold Noodles),2.28,
84,1,1,6,1,Black Pepper Beef,0.60,
85,1,1,6,1,Salted Egg Prawn,1.78,
86,1,1,6,1,Sweet and Sour Fish,0.85,
87,1,1,6,1,Sambal Kangkong (Water Spinach),3.23,
88,1,1,6,1,Claypot Tofu,2.81,
89,1,1,6,1,Cereal Prawns,2.87,
90,1,1,6,1,Garlic Butter Crab,0.11,
91,1,1,6,1,Gong Bao Chicken (Kung Pao Chicken),1.12,
92,1,1,6,1,Stir-Fried Marmite Chicken,0.07,
93,1,1,6,1,Sizzling Sambal Squid,0.59,
94,1,1,6,1,Salted Fish Fried Rice,0.79,
95,1,1,6,1,Stir-Fried Chili Crab,0.25,
96,1,1,6,1,Stir-Fried Petai (Stinky Beans) with Shrimp,1.30,
97,1,1,6,1,Assam Fish Head Curry,4.99,
98,1,1,6,1,Hot Plate Tofu,0.10,
99,1,1,6,1,Stir-Fried Lala (Clams) in Chili Sauce,3.50,
100,1,1,6,1,Oyster Omelette,1.26,
101,1,1,6,1,Crispy Pork Belly,2.14,
102,1,1,6,1,Stir-Fried Beef Hor Fun (Flat Rice Noodles),1.66,
103,1,1,6,1,Claypot Fish Head Curry,3.41,
104,1,1,7,1,Mixed Rice (Pick Your Own Dishes),1.15,
105,1,1,8,1,Hainanese Chicken Rice (Steamed or Roasted),2.63,
106,1,1,8,1,Roasted Chicken Leg,3.97,
107,1,1,8,1,Soy Sauce Chicken,4.66,
108,1,1,8,1,Char Siu (Barbecue Pork),3.48,
109,1,1,8,1,Braised Chicken Feet,0.88,
110,1,1,8,1,Chicken Rice Balls,4.03,
111,1,1,8,1,Chicken Rice Soup,0.25,
112,1,1,8,1,Fried Chicken Wings,0.70,
113,1,1,8,1,Chicken Satay Skewers,0.79,
114,1,1,8,1,Stir-Fried Chicken with Vegetables,2.10,
115,1,1,8,1,Chicken Chop with Mushroom Sauce,1.79,
116,1,1,8,1,Chicken Curry,4.21,
117,1,1,8,1,Chicken Congee (Rice Porridge),3.08,
118,1,1,8,1,Chicken Cutlet,1.13,
119,1,1,8,1,Chicken and Vegetable Stir-Fry,0.66,
120,1,1,8,1,Chicken and Corn Soup,0.05,
121,1,1,8,1,Chicken Dumplings,3.53,
122,1,1,8,1,Chicken Spring Rolls,1.37,
123,1,1,8,1,Chicken and Cashew Nut Stir-Fry,0.91,
124,1,1,8,1,Grilled Chicken Salad,0.23,
125,1,1,9,10,Teh Tarik (Pulled Tea),2.62,
126,1,1,9,10,Kopi (Traditional Coffee),0.18,
127,1,1,9,10,Milo Dinosaur (Iced Milo with extra Milo powder),0.23,
128,1,1,9,10,Bandung (Rose Syrup Milk Drink),4.54,
129,1,1,9,10,Grass Jelly Drink,4.59,
130,1,1,9,10,Lime Juice,1.09,
131,1,1,9,10,Barley Water,3.30,
132,1,1,9,10,Chrysanthemum Tea,3.22,
133,1,1,9,10,Sugar Cane Juice,1.90,
134,1,1,9,10,Fresh Coconut Water,0.59,
135,1,1,9,10,Soya Bean Milk,2.37,
136,1,1,9,10,Watermelon Juice,3.97,
137,1,1,9,10,Lemon Barley,0.33,
138,1,1,9,10,Iced Lemon Tea,4.21,
139,1,1,9,10,Longan Drink,3.95,
140,1,1,9,10,Lychee Soda,4.14,
141,1,1,9,10,Honey Lemon Drink,2.54,
142,1,1,9,10,Herbal Tea (Luo Han Guo or Gui Ling Gao),1.82,
143,1,1,9,10,"Fresh Fruit Smoothies (e.g., Mango, Strawberry, Banana)",1.78,
144,2,2,10,1,Mixed Rice (Pick Your Own Dishes),4.88,
145,2,2,11,1,Beef Noodle Soup,3.66,
146,2,2,11,1,Dan Dan Noodles,0.32,
147,2,2,11,1,Singapore Noodles,4.65,
148,2,2,11,1,Zhajiangmian (Minced Pork Noodles),4.01,
149,2,2,11,1,Cantonese Wonton Noodle Soup,0.17,
150,2,2,11,1,Sichuan Spicy Cold Noodles,4.09,
151,2,2,11,1,Shanghai Fried Noodles,0.68,
152,2,2,11,1,Hunan Spicy Noodles,2.43,
153,2,2,11,1,Lanzhou Beef Noodles,4.35,
154,2,2,11,1,Chongqing Hot Pot Noodles,1.81,
155,2,2,11,1,Shrimp Lo Mein,2.05,
156,2,2,11,1,Vegetable Chow Mein,0.60,
157,2,2,11,1,Taiwanese Braised Pork Noodles (Lu Rou Fan),0.88,
158,2,2,11,1,Hainanese Chicken Noodles,0.64,
159,2,2,11,1,Cold Sesame Noodles,4.39,
160,2,2,11,1,Shaanxi Biang Biang Noodles,4.42,
161,2,2,11,1,Fujian Fried Noodles (Hokkien Mee),2.35,
162,2,2,11,1,Zha Jiang Mian (Beijing-style Noodles with Soybean Paste),0.79,
163,2,2,12,1,Mala Hotpot (Pick Your Own Ingredient),4.28,
164,2,2,13,4,Beef Noodle Soup,4.36,
165,2,2,13,4,Braised Pork Rice (Lu Rou Fan),2.94,
166,2,2,13,4,Oyster Omelette (Oh Ah Jian),2.96,
167,2,2,13,4,Fried Chicken Cutlet (Ji Pai),1.62,
168,2,2,13,4,Taiwanese Sausage (Xiang Chang),3.89,
169,2,2,13,4,Scallion Pancake (Cong You Bing),3.41,
170,2,2,13,4,Three Cup Chicken (San Bei Ji),1.27,
171,2,2,13,4,Bubble Tea (Boba Tea),4.66,
172,2,2,13,4,Stinky Tofu (Chou Doufu),3.35,
173,2,2,13,4,Pineapple Cake (Feng Li Su),1.11,
174,2,2,13,4,Fried Milk (Nai You Zha),3.53,
175,2,2,13,4,Salt and Pepper Chicken (Yan Su Ji),4.16,
176,2,2,13,4,Pork Intestine Vermicelli (Zhu Xiang Mi Fen),0.92,
177,2,2,13,4,Taiwanese Popcorn Chicken (Yan Su Ji),4.75,
178,2,2,13,4,Braised Beef Noodles (Hong Shao Niu Rou Mian),3.08,
179,2,2,13,4,Taiwanese Fried Rice (Tong Fan),0.89,
180,2,2,13,4,Minced Pork Rice (Fan Tuan),4.42,
181,2,2,13,4,Taiwanese Hot Pot (Shabu Shabu),0.15,
182,2,2,13,4,Aiyu Jelly (Ai Yu Bing),0.52,
183,2,2,13,4,Iron Egg (Tie Dan),0.33,
184,2,2,14,6,Sushi (Assorted Nigiri or Maki Rolls),4.90,
185,2,2,14,6,"Ramen (Tonkotsu, Shoyu, Miso, or Shio)",2.08,
186,2,2,14,6,Tempura (Assorted Deep-Fried Vegetables and Seafood),0.99,
187,2,2,14,6,Teriyaki Chicken or Beef,1.42,
188,2,2,14,6,Sashimi (Assorted Fresh Raw Fish),2.35,
189,2,2,14,6,Yakitori (Grilled Skewered Chicken),1.03,
190,2,2,14,6,Udon (Thick Wheat Noodles in Broth),0.98,
191,2,2,14,6,Gyoza (Japanese Dumplings),0.71,
192,2,2,14,6,Donburi (Rice Bowl Topped with Meat or Seafood),3.06,
193,2,2,14,6,Okonomiyaki (Japanese Savory Pancake),0.54,
194,2,2,14,6,Chirashi Sushi (Scattered Sushi Bowl),4.61,
195,2,2,14,6,Yakiniku (Grilled Meat),1.20,
196,2,2,15,1,Salted Egg Prawn,4.29,
197,2,2,15,1,Black Pepper Beef,3.28,
198,2,2,15,1,Stir-Fried Sambal Kangkong (Water Spinach),0.06,
199,2,2,15,1,Claypot Tofu,3.71,
200,2,2,15,1,Cereal Prawns,0.50,
201,2,2,15,1,Stir-Fried Garlic Butter Crab,1.15,
202,2,2,15,1,Sweet and Sour Pork,2.49,
203,2,2,15,1,Gong Bao Chicken (Kung Pao Chicken),4.63,
204,2,2,15,1,Stir-Fried Marmite Chicken,0.07,
205,2,2,15,1,Sambal Squid,3.04,
206,2,2,15,1,Assam Fish Head Curry,0.65,
207,2,2,16,1,Roast Duck,2.40,
208,2,2,16,1,Roast Chicken,1.41,
209,2,2,16,1,Roast Pork Belly (Siew Yuk),2.05,
210,2,2,16,1,Char Siu (Barbecue Pork),4.01,
211,2,2,16,1,Crispy Roast Pork (Siobak),0.98,
212,2,2,16,1,Roast Goose,3.89,
213,2,2,16,1,Soy Sauce Chicken,2.26,
214,2,2,16,1,Herbal Roast Duck,2.09,
215,2,2,16,1,Honey Glazed Char Siu,4.20,
216,2,2,16,1,Crispy Roast Chicken,3.86,
217,2,2,16,1,Roast Pork with Crackling Skin,1.34,
218,2,2,16,1,Five-Spice Roast Duck,4.45,
219,2,2,16,1,BBQ Pork Ribs,0.86,
220,2,2,17,1,Yong Tau Foo (Pick Your Own Ingredient),2.88,
221,2,2,18,5,Grilled Chicken Breast with Roasted Vegetables,2.64,
222,2,2,18,5,Classic Beef Burger with Fries,0.28,
223,2,2,18,5,Spaghetti Bolognese,1.78,
224,2,2,18,5,Fish and Chips,1.73,
225,2,2,18,5,Caesar Salad with Grilled Chicken,1.64,
226,2,2,18,5,BBQ Ribs with Coleslaw and Cornbread,2.83,
227,2,2,18,5,Margherita Pizza,1.29,
228,2,2,18,5,Pan-Seared Salmon with Lemon Butter Sauce,1.00,
229,2,2,19,10,Teh Tarik (Pulled Tea),3.65,
230,2,2,19,10,Kopi (Traditional Coffee),4.85,
231,2,2,19,10,Milo Dinosaur (Iced Milo with extra Milo powder),3.86,
232,2,2,19,10,Bandung (Rose Syrup Milk Drink),1.21,
233,2,2,19,10,Grass Jelly Drink,1.29,
234,2,2,19,10,Lime Juice,1.99,
235,2,2,19,10,Barley Water,4.79,
236,2,2,19,10,Chrysanthemum Tea,0.80,
237,2,2,19,10,Sugar Cane Juice,1.28,
238,2,2,19,10,Fresh Coconut Water,1.78,
239,2,2,19,10,Soya Bean Milk,2.24,
240,2,2,19,10,Watermelon Juice,2.47,
241,2,2,19,10,Lemon Barley,1.28,
242,2,2,19,10,Iced Lemon Tea,2.43,
243,2,2,19,10,Longan Drink,2.99,
244,2,2,19,10,Lychee Soda,2.60,
245,2,2,19,10,Honey Lemon Drink,3.00,
246,2,2,19,10,Herbal Tea (Luo Han Guo or Gui Ling Gao),0.01,
247,2,2,19,10,"Fresh Fruit Smoothies (e.g., Mango, Strawberry, Banana)",2.67,
248,2,2,19,11,Apple ,1.91,
249,2,2,19,11,Banana,0.78,
250,2,2,19,11,Orange,4.30,
251,2,2,19,11,Strawberry,1.38,
252,2,2,19,11,Grapes,4.45,
253,2,2,19,11,Watermelon,3.33,
254,2,2,19,11,Pineapple,2.57,
255,2,2,19,11,Mango,1.99,
256,2,2,19,11,Kiwi,0.54,
257,2,2,19,11,Pear,3.42,
258,2,3,20,7,Bibimbap ,4.22,
259,2,3,20,7,Kimchi ,4.49,
260,2,3,20,7,Bulgogi ,0.49,
261,2,3,20,7,Japchae ,4.59,
262,2,3,20,7,Miso Soup,4.68,
263,2,3,20,7,Tteokbokki ,0.11,
264,2,3,20,7,Kimbap ,3.94,
265,2,3,20,6,Ramen ,3.19,
266,2,3,20,6,Tempura ,1.33,
267,2,3,20,6,Teriyaki ,0.24,
268,2,3,20,6,Udon ,3.23,
269,2,3,20,6,Yakitori ,1.41,
270,2,3,20,6,Okonomiyaki ,2.27,
271,2,3,20,6,Tonkatsu ,0.25,
272,2,3,21,1,Roasted Chicken Rice,3.36,
273,2,3,21,1,Roasted Pork Rice,4.07,
274,2,3,21,1,Roasted Duck Rice,4.02,
275,2,3,21,1,Wanton Noodle,2.75,
276,2,3,22,1,Five Grains Beehoon Stir-Fry,3.08,
277,2,3,22,1,Five Grains Beehoon Soup,1.28,
278,2,3,22,1,Five Grains Beehoon Curry,4.65,
279,2,3,22,1,Five Grains Beehoon Seafood,0.99,
280,2,3,22,1,Five Grains Beehoon Chicken,1.45,
281,2,3,23,1,Mala Hotpot (Pick Your Own Ingredient),0.24,
282,2,3,24,1,Shumai (Steamed Dumplings),2.94,
283,2,3,24,1,Har Gow (Shrimp Dumplings),0.26,
284,2,3,24,1,Char Siu Bao (Steamed BBQ Pork Buns),4.84,
285,2,3,24,1,Xiaolongbao (Soup Dumplings),0.91,
286,2,3,24,1,Cheong Fun (Steamed Rice Noodle Rolls),3.48,
287,2,3,24,1,Lo Bak Go (Turnip Cake),2.66,
288,2,3,24,1,Chicken Feet (Fengzhua),2.08,
289,2,3,24,1,Egg Custard Tarts,1.15,
290,2,3,24,1,Sesame Balls (Jian Dui),1.77,
291,2,3,24,1,Steamed Spare Ribs with Black Bean Sauce,0.55,
292,2,3,24,1,Bean Curd Skin Rolls (Fu Pei Guen),4.49,
293,2,3,24,1,Stuffed Bell Peppers (Yan Wo),1.68,
294,2,3,24,1,Stuffed Mushrooms,2.88,
295,2,3,24,1,Phoenix Claws (Fengzhua),4.48,
296,2,3,24,1,Taro Dumplings (Wu Gok),1.74,
297,2,3,25,5,Cheeseburger,3.97,
298,2,3,25,5,Chicken Caesar Salad,3.15,
299,2,3,25,5,Fish and Chips,0.48,
300,2,3,25,5,BBQ Ribs,1.91,
301,2,3,25,5,Grilled Chicken Sandwich,4.78,
302,2,3,25,5,Caesar Wrap,0.94,
303,2,3,25,5,Steak with Mashed Potatoes,2.02,
304,2,3,25,5,Margherita Pizza,1.15,
305,2,3,25,5,Buffalo Chicken Wings,0.09,
306,2,3,25,5,Classic Club Sandwich,0.45,
307,2,3,25,5,Pulled Pork Sandwich,0.99,
308,2,3,25,5,Baked Macaroni and Cheese,1.88,
309,2,3,25,5,Chicken Pot Pie,2.58,
310,2,3,25,5,Caesar Salad Wrap,3.23,
311,2,3,25,5,Fried Chicken with Coleslaw,0.47,
312,2,3,26,4,Beef Noodle Soup (Niu Rou Mian),1.36,
313,2,3,26,4,Gua Bao (Steamed Bun with Braised Pork Belly),2.93,
314,2,3,26,4,Fried Chicken Cutlet (Ji Pai),2.70,
315,2,3,26,4,Bubble Tea (Boba Milk Tea),1.24,
316,2,3,26,4,Oyster Pancake (O Ah Jian),0.02,
317,2,3,26,4,Scallion Pancake (Cong You Bing),0.57,
318,2,3,26,4,Braised Pork Rice (Lu Rou Fan),1.87,
319,2,3,26,4,Stinky Tofu (Chou Doufu),0.20,
320,2,3,26,4,Xiao Long Bao (Soup Dumplings),1.06,
321,2,3,26,4,Three-Cup Chicken (San Bei Ji),3.71,
322,2,3,26,4,Taiwanese Sausage (Xiang Chang),1.28,
323,2,3,26,4,Fried Rice Vermicelli (Mee Sua),0.23,
324,2,3,26,4,Dan Bing (Egg Pancake Roll),0.04,
325,2,3,26,4,Pineapple Cake (Feng Li Su),0.61,
326,2,3,27,3,Butter Chicken,1.47,
327,2,3,27,3,Chicken Biryani,2.11,
328,2,3,27,3,Tandoori Chicken,2.49,
329,2,3,27,3,Palak Paneer (Spinach and Cottage Cheese Curry),3.68,
330,2,3,27,3,Chole Bhature (Chickpea Curry with Fried Bread),0.86,
331,2,3,27,3,Rogan Josh (Lamb Curry),4.53,
332,2,3,27,3,Masala Dosa (Crispy Pancake with Potato Filling),0.88,
333,2,3,27,3,Dal Makhani (Creamy Lentil Curry),1.71,
334,2,3,27,3,Paneer Tikka (Grilled Cottage Cheese Skewers),0.64,
335,2,3,27,3,Aloo Gobi (Potato and Cauliflower Curry),2.33,
336,2,3,27,3,Naan (Indian Bread),4.38,
337,2,3,28,1,Mixed Rice (Pick Your Own Dishes),2.25,
338,2,3,29,5,Mixed Salad (Pick Your Own Ingredient),4.08,
339,2,3,30,10,Bandung (Rose Syrup Milk Drink),3.51,
340,2,3,30,10,Grass Jelly Drink,2.21,
341,2,3,30,10,Lime Juice,1.13,
342,2,3,30,10,Barley Water,1.48,
343,2,3,30,10,Chrysanthemum Tea,4.64,
344,2,3,30,10,Sugar Cane Juice,0.63,
345,2,3,30,10,Fresh Coconut Water,1.52,
346,2,3,30,10,Soya Bean Milk,0.46,
347,2,3,30,10,Watermelon Juice,3.65,
348,2,3,30,10,Lemon Barley,4.79,
349,2,3,30,10,Iced Lemon Tea,3.03,
350,2,3,30,10,Longan Drink,2.54,
351,2,3,30,10,Lychee Soda,0.26,
352,2,3,30,10,Honey Lemon Drink,2.00,
353,2,3,30,10,Herbal Tea (Luo Han Guo or Gui Ling Gao),4.78,
354,2,3,30,10,"Fresh Fruit Smoothies (e.g., Mango, Strawberry, Banana)",4.04,
355,2,3,31,12,Hong Kong Noodle,3.41,
356,2,3,31,12,Pineapple Bun (Bo Lo Bao),3.18,
357,2,3,31,12,Wonton Noodle Soup,3.41,
358,2,3,31,12,Hong Kong-Style French Toast,0.78,
359,2,3,31,12,BBQ Pork (Char Siu),0.44,
360,2,3,31,12,Egg Tarts (Dan Tat),0.48,
361,2,3,31,12,Beef Brisket Noodle Soup,2.44,
362,2,3,31,12,Hong Kong-Style Milk Tea,0.24,
363,2,3,31,12,Curry Fish Balls,0.08,
364,2,3,31,12,Clay Pot Rice (Bo Zai Fan),0.36,
365,3,4,32,1,Yong Tau Foo (Pick Your Own Ingredient),1.59,
366,3,4,32,1,Laksa (Pick Your Own Ingredient),2.99,
367,3,4,33,1,Sweet and Sour Chicken,2.26,
368,3,4,33,1,General Tso's Chicken,1.70,
369,3,4,33,1,Kung Pao Shrimp,2.79,
370,3,4,33,1,Mongolian Beef,3.56,
371,3,4,33,1,Mapo Tofu,4.33,
372,3,4,33,1,Orange Chicken,1.62,
373,3,4,33,1,Char Siu (Roast Pork),4.03,
374,3,4,33,1,Honey Walnut Shrimp,2.25,
375,3,4,33,1,Salt and Pepper Squid,3.38,
376,3,4,33,1,Lemon Chicken,3.06,
377,3,4,33,1,Szechuan Eggplant,4.36,
378,3,4,33,1,Cashew Chicken,4.35,
379,3,4,33,1,Beef and Broccoli,1.61,
380,3,4,33,1,Moo Shu Pork,1.45,
381,3,4,34,6,"Ramen (Tonkotsu, Shoyu, Miso, or Shio)",0.67,
